,Text,TagTog,Senticnet,PyFeel
1864,"Ô amis, quelque femme, tissant une grande toile, chante d'une belle voix dans cette demeure, et tout le mur en résonne.",Joy,ecstasy,calmness
1865,Est-ce une déesse ou une mortelle ? Poussons promptement un cri.,Calmness,sadness,fear
1866,"Nous avons marché à travers la forêt, comme tu l'avais ordonné, illustre Odysseus, et nous avons rencontré, dans une vallée, en un lieu découvert, de belles demeures construites en pierres polies. Là, une déesse, ou une mortelle, chantait harmonieusement en tissant une grande toile. Et mes compagnons l'appelèrent en criant. Aussitôt, elle sortit, et, ouvrant la belle porte, elle les invita, et tous la suivirent imprudemment, et, moi seul, je restai, ayant soupçonné une embûche. Et tous les autres disparurent à la fois, et aucun n'a reparu, bien que je les aie longtemps épiés et attendus.",Sadness,ecstasy,fear
1867,"Ne me ramène point là contre mon gré, ô divin, mais laisse-moi ici. Je sais que tu ne reviendras pas et que tu ne ramèneras aucun de nos compagnons. Fuyons promptement avec ceux-ci, car, sans doute, nous pouvons encore éviter la dure destinée.",Fear,ecstasy,fear
1868,"Eurylokhos, reste donc ici, mangeant et buvant auprès de la nef noire et creuse. Moi, j'irai, car une nécessité inexorable me contraint.",Calmness,grief,calmness
1869,"Viens-tu pour les délivrer ? Certes, je ne pense pas que tu reviennes toi-même, et tu resteras là où ils sont déjà.",Fear,ecstasy,calmness
1870,"Mais je te délivrerai de ce mal et je te sauverai. Prends ce remède excellent, et le portant avec toi, rends-toi aux demeures de Kirkè, car il éloignera de ta tête le jour fatal. Je te dirai tous les mauvais desseins de Kirkè. Elle te préparera un breuvage et elle mettra les poisons dans le pain, mais elle ne pourra te charmer, car l'excellent remède que je te donnerai ne le permettra pas. Je vais te dire le reste. Quand Kirkè t'aura frappé de sa longue baguette, jette-toi sur elle, comme si tu voulais la tuer. Alors, pleine de crainte, elle t'invitera à coucher avec elle. Ne refuse point le lit d'une déesse, afin qu’elle délivre tes compagnons et qu'elle te traite toi-même avec bienveillance. Mais ordonne-lui de jurer par le grand serment des dieux heureux, afin qu'elle ne te tende aucune autre embûche, et que, t'ayant mis nu, elle ne t'enlève point ta virilité",Calmness,ecstasy,fear
1871,"Va maintenant dans l'étable à porcs, et couche avec tes compagnons",Angry,sadness,calmness
1872,"Qui es-tu parmi les hommes ? Où est ta ville ? Où sont tes parents ? Je suis stupéfaite qu'ayant bu ces poisons tu ne sois pas transformé. Jamais aucun homme, pour les avoir seulement fait passer entre ses dents, n'y a résisté.",Surprise,grief,sadness
1873,"Ô Kirkè ! comment me demandes-tu d'être doux pour toi qui as changé, dans tes demeures, mes compagnons en porcs,",Disgust,bliss,sadness
1874,"Ô Kirkè ! comment me demandes-tu d'être doux pour toi qui as changé, dans tes demeures, mes compagnons en porcs,",Calmness,bliss,sadness
1875,"Certes, je ne veux point monter sur ton lit, à moins que tu ne jures par un grand serment, ô déesse, que tu ne me tendras aucune autre embûche.",Calmness,ecstasy,calmness
1876,"Pourquoi, Odysseus, restes-tu ainsi muet et te rongeant le coeur, sans boire et sans manger ? Crains-tu quelque autre embûche ?",Sadness,enthusiasm,fear
1877,"Pourquoi, Odysseus, restes-tu ainsi muet et te rongeant le coeur, sans boire et sans manger ? Crains-tu quelque autre embûche ?",Calmness,enthusiasm,fear
1878,"Tu ne dois rien craindre, car j'ai juré un grand serment.",Calmness,grief,fear
1879,"Ô Kirkè, quel homme équitable et juste oserait boire et manger, avant que ses compagnons aient été délivrés, et qu'il les ait vus de ses yeux ?",Sadness,grief,calmness
1880,"Si, dans ta bienveillance, tu veux que je boive et que je mange, délivre mes compagnons et que je les voie.",Angry,dislike,surprise
1881,"Divin Laertiade, subtil Odysseus, va maintenant vers ta nef rapide et le rivage de la mer. Fais tirer, avant tout, ta nef sur le sable. Cachez ensuite vos richesses et vos armes dans une caverne, et revenez aussitôt,",Calmness,grief,surprise
1882,"À ton retour, ô divin ! nous sommes aussi joyeux que si nous voyions Ithakè et la terre de la patrie",Joy,ecstasy,surprise
1883,Mais dis-nous comment sont morts nos compagnons,Sadness,bliss,calmness
1884,"Avant tout, tirons la nef sur le rivage, et cachons dans une caverne nos richesses et toutes nos armes. Puis, suivez-moi tous à la hâte,",Calmness,grief,fear
1885,"Ah ! malheureux, où allez-vous ?",Surprise,terror,sadness
1886,"Vous voulez donc subir les maux qui vous attendent dans les demeures de Kirkè, elle qui nous changera en porcs, en loups et en lions, et dont nous garderons de force la demeure ? Elle fera comme le kyklops, quand nos compagnons vinrent dans sa caverne, conduits par l'audacieux Odysseus. Et ils y ont péri par sa démence",Fear,ecstasy,fear
1887,"Ô divin ! laissons-le, si tu y consens, rester auprès de la nef et la garder. Nous, nous te suivrons à la demeure sacrée de Kirkè",Calmness,dislike,calmness
1888,"Divin Laertiade, subtil Odysseus, ne vous livrez pas plus longtemps à la douleur. Je sais moi-même combien vous avez subi de maux sur la mer poissonneuse et combien d'hommes injustes vous ont fait souffrir sur la terre. Mais, mangez et buvez, et ranimez votre coeur dans votre poitrine, et qu'il soit tel qu'il était quand vous avez quitté la terre de l'âpre Ithakè, votre patrie. Cependant, jamais vous n'oublierez vos misères, et votre esprit ne sera jamais plus dans la joie, car vous avez subi des maux innombrables",Calmness,ecstasy,sadness
1889,"Malheureux, souviens-toi de ta patrie",Sadness,terror,sadness
1890,"Ô Kirkè, tiens la promesse que tu m'as faite de me renvoyer dans ma demeure,",Sadness,enthusiasm,sadness
1891,"car mon âme me pousse, et mes compagnons affligent mon cher coeur et gémissent autour de moi, quand tu n'es pas là",Fear,ecstasy,fear
1892,"Divin Laertiade, subtil Odysseus, vous ne resterez pas plus longtemps malgré vous dans ma demeure ; mais il faut accomplir un autre voyage et entrer dans la demeure d'Aidès et de l'implacable Perséphonéia",Calmness,serenity,joy
1893,"Ô Kirkè, qui me montrera le chemin ? Personne n'est jamais arrivé chez Aidés sur une nef noire",Fear,grief,calmness
1894,"Divin Laertiade, subtil Odysseus, n'aie aucun souci pour ta nef. Assieds-toi, après avoir dressé le mât et déployé les blanches voiles ; et le souffle de Boréas conduira ta nef. Mais quand tu auras traversé l'Okéanos, jusqu'au rivage étroit et aux bois sacrés de Perséphonéia, où croissent de hauts peupliers et des saules stériles, alors arrête ta nef dans l'Okéanos aux profonds tourbillons, et descends dans la noire demeure d'Aidès, là où coulent ensemble, dans l'Akhérôn, le Pyriphlégéthôn et le Kokytos qui est un courant de l'eau de Styx. Il y a une roche au confluent des deux fleuves retentissants. Tu t'en approcheras, héros, comme je te l'ordonne, et tu creuseras là une fosse d'une coudée dans tous les sens, et, sur elle, tu feras des libations à tous les morts, de lait mielleux d'abord, puis de vin doux, puis enfin d'eau, et tu répandras par-dessus de la farine blanche. Prie alors les têtes vaines des morts et promets, dès que tu seras rentré dans Ithakè, de sacrifier dans tes demeures la meilleure vache stérile que tu posséderas, d'allumer un bûcher formé de choses précieuses, et de sacrifier, à part, au seul Teirésias un bélier entièrement noir, le plus beau de tes troupeaux. Puis, ayant prié les illustres âmes des morts, sacrifie un mâle et une brebis noire, tourne-toi vers l'Érébos, et, te penchant, regarde dans le cours du fleuve, et les innombrables âmes des morts qui ne sont plus accourront. Alors, ordonne et commande à tes compagnons d'écorcher les animaux égorgés par l'airain aigu, de les brûler et de les vouer aux dieux, à l'illustre Aidés et à l'implacable Perséphonéia. Tire ton épée aiguë de sa gaine, le long de ta cuisse, et ne permets pas aux ombres vaines des morts de boire le sang, avant que tu aies entendu Teirésias. Aussitôt le divinateur arrivera, ô chef des peuples, et il te montrera ta route et comment tu la feras pour ton retour, et comment tu traverseras la mer poissonneuse",Calmness,ecstasy,fear
1895,"Ne dormez pas plus longtemps, et chassez le doux sommeil, afin que nous partions, car la vénérable Kirkè me l'a permis",Joy,ecstasy,sadness
1896,"Mais Kirkè nous ordonne de suivre une autre route, vers la demeure d'Aidès et de l'implacable Perséphonéia, afin de consulter l'âme du Thébain Teirésias",Sadness,contentment,calmness
1897,"Lève-toi, Pènélopéia, chère enfant, afin de voir de tes yeux ce que tu désires tous les jours. Odysseus est revenu ; il est rentré dans sa demeure, bien que tardivement, et il a tué les prétendants insolents qui ruinaient sa maison, mangeaient ses richesses et violentaient son fils",Joy,grief,joy
1898,"Chère nourrice, les dieux t'ont rendue insensée, eux qui peuvent troubler l'esprit du plus sage et rendre sage le plus insensé. Ils ont troublé ton esprit qui, auparavant, était plein de prudence.",Sadness,grief,joy
1899,"Pourquoi railles-tu mon coeur déjà si affligé, en disant de telles choses ? Pourquoi m'arraches-tu au doux sommeil qui m'enveloppait, fermant mes yeux sous mes chères paupières ? Je n'avais jamais tant dormi depuis le jour où Odysseus est parti pour cette Ilios fatale qu'on ne devrait plus nommer.",Disgust,ecstasy,sadness
1900,"Va ! redescends. Si quelque autre de mes femmes était venue m'annoncer cette nouvelle et m'arracher au sommeil, je l'aurais aussitôt honteusement chassée dans les demeures ; mais ta vieillesse te garantit de cela",Angry,ecstasy,calmness
1901,"Je ne me raille point de toi, chère enfant ; il est vrai qu'Odysseus est revenu et qu'il est rentré dans sa maison, comme je te l'ai dit",Calmness,ecstasy,sadness
1902,"Ah ! si tu m'as dit la vérité, chère nourrice, et si Odysseus est rentré dans sa demeure, comment, étant seul, a-t-il pu mettre la main sur les prétendants insolents qui se réunissaient toujours ici ?",Surprise,grief,sadness
1903,"Je n'ai rien vu, je n'ai rien entendu, si ce n'est les gémissements des hommes égorgés. Nous étions assises au fond des chambres, et les portes solides nous retenaient, jusqu'à ce que ton fils Tèlémakhos m'appelât, car son père l'avait envoyé m'appeler.",Calmness,grief,calmness
1904,"Suis-moi, afin que vous charmiez tous deux vos chers coeurs par la joie, car vous avez subi beaucoup de maux. Maintenant, vos longs désirs sont accomplis. Odysseus est revenu dans sa demeure, il vous a retrouvés, toi et ton fils ; et les prétendants qui l'avaient outragé, il les a tous punis dans ses demeures.",Joy,ecstasy,joy
1905,"Chère nourrice, ne te glorifie pas en te raillant ? Tu sais combien il nous comblerait tous de joie en reparaissant ici, moi surtout et le fils que nous avons engendré ; mais les paroles que tu as dites ne sont point vraies.",Angry,ecstasy,joy
1906,"L'un d'entre les immortels a tué les prétendants insolents, irrité de leur violente insolence et de leurs actions iniques ; car ils n'honoraient aucun des hommes terrestres, ni le bon, ni le méchant, de tous ceux qui venaient vers eux. C'est pourquoi ils ont subi leur destinée fatale, à cause de leurs iniquités ; mais, loin de l'Akhaiè, Odysseus a perdu l'espoir de retour, et il est mort.",Sadness,grief,sadness
1907,"Mon enfant, quelle parole s'est échappée d'entre tes dents ?",Surprise,ecstasy,joy
1908,"Quand ton mari, que tu pensais ne jamais revoir à son foyer, est revenu dans sa demeure, ton esprit est toujours incrédule ?",Sadness,serenity,sadness
1909,"Mais, écoute ; je te révélerai un signe très manifeste : j'ai reconnu, tandis que je le lavais ; la cicatrice de cette blessure qu'un sanglier lui fit autrefois de ses blanches dents. Je voulais te le dire, mais il m'a fermé la bouche avec les mains, et il ne m'a point permis de parler, dans un esprit prudent. Suis-moi, je me livrerai à toi, si je t'ai trompée, et tu me tueras d'une mort honteuse.",Calmness,ecstasy,fear
1910,"Ma mère, malheureuse mère au coeur cruel ! Pourquoi restes-tu ainsi loin de mon père ? Pourquoi ne t'assieds-tu point auprès de lui afin de lui parler et de l'interroger ?",Surprise,ecstasy,sadness
1911,"Il n'est aucune autre femme qui puisse, avec un coeur inébranlable, rester ainsi loin d'un mari qui, après avoir subi tant de maux, revient dans la vingtième année sur la terre de la patrie.",Sadness,ecstasy,calmness
1912,Ton coeur est plus dur que la pierre,Disgust,ecstasy,angry
1913,"Mon enfant, mon âme est stupéfaite dans ma poitrine, et je ne puis ni parler, ni interroger, ni regarder son visage",Surprise,ecstasy,fear
1914,"Mais s'il est vraiment Odysseus, revenu dans sa demeure, certes, nous nous reconnaîtrons mieux entre nous.",Calmness,serenity,sadness
1915,"Tèlémakhos, laisse ta mère m'éprouver dans nos demeures, peut-être alors me reconnaîtra-t-elle mieux. Maintenant, parce que je suis souillé et couvert de haillons, elle me méprise et me méconnaît. Mais délibérons, afin d'agir pour le mieux.",Calmness,grief,sadness
1916,"Décide toi-même, cher père. On dit que tu es le plus sage des hommes et qu'aucun des hommes mortels ne peut lutter en sagesse contre toi.",Calmness,terror,angry
1917,"Nous t'obéirons avec joie, et je ne pense pas manquer de courage",Joy,ecstasy,joy
1918,"Je te dirai donc ce qui me semble pour le mieux. Lavez-vous d'abord et prenez des vêtements propres, et ordonnez aux servantes de prendre d'autres vêtements dans les demeures.",Calmness,melancholy,fear
1919,"Puis le divin aoide, tenant sa kithare sonore, nous entraînera à la danse joyeuse, afin que chacun, écoutant du dehors ou passant par le chemin, pense qu'on célèbre ici des noces",Joy,ecstasy,fear
1920,"Là, nous délibérerons ensuite sur ce que l'olympien nous inspirera d'utile",Calmness,terror,calmness
1921,La malheureuse !,Sadness,,calmness
1922,"Malheureuse ! Parmi toutes les autres femmes, les dieux qui ont des demeures Olympiennes t'ont donné un coeur dur. Aucune autre femme ne resterait aussi longtemps loin d'un mari qui, après avoir tant souffert, revient, dans la vingtième année, sur la terre de la patrie.",Disgust,ecstasy,fear
1923,"Allons, nourrice, étends mon lit, afin que je dorme, car, assurément, cette femme a un coeur de fer dans sa poitrine !",Sadness,ecstasy,calmness
1924,Malheureux !,Angry,terror,sadness
1925,"je ne te glorifie, ni ne te méprise mais je ne te reconnais point encore, me souvenant trop de ce que tu étais quand tu partis d'Ithakè sur ta nef aux longs avirons.",Sadness,enthusiasm,fear
1926,"Va, Eurykléia, étends, hors de la chambre nuptiale, le lit compact qu'Odysseus a construit lui-même, et jette sur le lit dressé des tapis, des peaux et des couvertures splendides",Calmness,eagerness,calmness
1927,Ô femme ! quelle triste parole as-tu dite ?,Disgust,ecstasy,fear
1928,"Et le travail de ce lit est un signe certain, car je l'ai fait moi-même, sans aucun autre. Il y avait, dans l'enclos de la cour, un olivier au large feuillage, verdoyant et plus épais qu'une colonne. Tout autour, je bâtis ma chambre nuptiale avec de lourdes pierres ; je mis un toit par-dessus, et je la fermai de portes solides et compactes. Puis, je coupai les rameaux feuillus et pendants de l'olivier, et je tranchai au-dessus des racines le tronc de l'olivier, et je le polis soigneusement avec l'airain, et m'aidant du cordeau. Et, l'ayant troué avec une tarière, j'en fis la base du lit que je construisis au-dessus et que j'ornai d'or, d'argent et d'ivoire, et je tendis au fond la peau pourprée et splendide d'un boeuf.",Angry,ecstasy,surprise
1929,"Ne t'irrite point contre moi,",Sadness,ecstasy,angry
1930,Les dieux nous ont accablés de maux ; ils nous ont envié la joie de jouir ensemble de notre jeunesse et de parvenir ensemble au seuil de la vieillesse.,Joy,ecstasy,joy
1931,"Mais ne t'irrite point contre moi et ne me blâme point de ce que, dès que je t'ai vu, je ne t'ai point embrassé. Mon âme, dans ma chère poitrine, tremblait qu'un homme, venu ici, me trompât par ses paroles ; car beaucoup méditent des ruses mauvaises.",Sadness,ecstasy,angry
1932,"Ô femme, nous n'en avons pas fini avec toutes nos épreuves, mais un grand et difficile travail me reste qu'il me faut accomplir,",Sadness,ecstasy,joy
1933,"Mais viens, allons vers notre lit, ô femme, et goûtons ensemble le doux sommeil",Joy,ecstasy,sadness
1934,"Nous irons bientôt vers notre lit, puisque tu le désires dans ton âme, et puisque les dieux t'ont laissé revenir vers ta demeure bien bâtie et dans la terre de ta patrie",Joy,enthusiasm,joy
1935,"Mais puisque tu le sais et qu'un dieu te l'a appris, dis-moi quelle sera cette dernière épreuve. Je la connaîtrais toujours plus tard, et rien n'empêche que je la sache maintenant.",Sadness,ecstasy,fear
1936,"Malheureuse ! pourquoi, en me priant ardemment, me forces-tu de parler ?",Angry,grief,calmness
1937,"Mais je te dirai tout et ne te cacherai rien. Ton âme ne se réjouira pas, et moi-même je ne me réjouirai pas,",Sadness,enthusiasm,fear
1938,"Et il m'a ordonné, revenu dans ma demeure, de faire de saintes offrandes aux dieux immortels qui habitent le large Ouranos. Et une douce mort me viendra de la mer et me tuera dans une heureuse vieillesse, tandis qu'autour de moi les peuples seront heureux. Et il m'a dit ces choses qui seront accomplies",Sadness,serenity,sadness
1939,"Ô femme, nous sommes tous deux rassasiés d'épreuves, toi en pleurant ici sur mon retour difficile, et moi en subissant les maux que m'ont faits Zeus et les autres dieux qui m'ont si longtemps retenu loin de la terre de la patrie.",Sadness,ecstasy,sadness
1940,"Maintenant, puisque, tous deux, nous avons retrouvé ce lit désiré, il faut que je prenne soin de nos richesses dans notre demeure",Joy,sadness,calmness
1941,"Pour remplacer les troupeaux que les prétendants insolents ont dévorés, j'irai moi-même en enlever de nombreux, et les Akhaiens nous en donneront d'autres, jusqu'à ce que les étables soient pleines. Mais je pars pour mes champs plantés d'arbres, afin de voir mon père illustre qui gémit sans cesse sur moi",Sadness,enthusiasm,fear
1942,"Femme, malgré ta prudence, je t'ordonne ceci : en même temps que Hèlios montera, le bruit se répandra de la mort des prétendants que j'ai tués dans nos demeures. Monte donc dans la chambre haute avec tes servantes, et que nul ne te voie, ni ne t'interroge",Calmness,grief,fear
1943,"Père, je vais à la ville, afin que ma mère me voie, car je ne pense pas qu'elle cesse, avant de me revoir, de pleurer et de gémir.",Sadness,ecstasy,sadness
1944,"Et je t'ordonne ceci. Mène à la ville ce malheureux étranger afin qu'il y mendie sa nourriture. Celui qui voudra lui donner à manger et à boire le fera. Je ne puis, accablé moi-même de douleurs, supporter tous les hommes. Si cet étranger s'en irrite, ceci sera plus cruel pour lui ; mais, certes, j'aime à parler sincèrement.",Calmness,terror,sadness
1945,"Ô ami, je ne désire point être retenu ici. Il vaut mieux mendier sa nourriture à la ville qu'aux champs",Sadness,ecstasy,sadness
1946,"Va donc, et celui-ci me conduira, comme tu le lui ordonnes, dès que je me serai réchauffé au feu et que la chaleur sera venue : car, n'ayant que ces haillons, je crains que le froid du matin me saisisse, et on dit que la ville est loin d'ici",Calmness,grief,angry
1947,"Tu es donc revenu, Tèlémakhos, douce lumière.",Joy,serenity,sadness
1948,"Je pensais ne plus te revoir depuis que tu es allé sur une nef à Pylos, en secret et contre mon gré, afin de t'informer de ton cher père",Sadness,ecstasy,sadness
1949,"Ma mère, n'excite point mes larmes et ne remue point mon coeur dans ma poitrine, à moi qui viens d'échapper à la mort.",Sadness,ecstasy,sadness
1950,"Mais baigne ton corps, prends des vêtements frais, monte avec tes servantes dans les chambres hautes et voue à tous les dieux de complètes hécatombes que tu sacrifieras si Zeus m'accorde de me venger.",Calmness,grief,fear
1951,"Tèlémakhos, envoie promptement des servantes à ma demeure, afin que je te remette les présents que t'a faits Ménélaos.",Calmness,serenity,calmness
1952,"Si les prétendants insolents me tuent en secret dans mes demeures et se partagent mes biens paternels, je veux que tu possèdes ces présents, et j'aime mieux que tu en jouisses qu'eux. Si je leur envoie la kèr et la mort, alors tu me les rapporteras, joyeux, dans mes demeures, et je m'en réjouirai",Calmness,dislike,sadness
1953,"Tèlémakhos, je remonterai dans ma chambre nuptiale et je me coucherai sur le lit plein de mes soupirs et arrosé de mes larmes depuis le jour où Odysseus est allé à Ilios",Sadness,grief,joy
1954,"et tu ne veux pas, avant l'entrée des prétendants insolents dans cette demeure, me dire tout ce que tu as appris sur le retour de ton père",Angry,ecstasy,calmness
1955,"Ma mère, je vais te dire la vérité. Nous sommes allés à Pylos, auprès du prince des peuples Nestôr.",Calmness,ecstasy,sadness
1956,"Mais il m'a dit qu'aucun des hommes terrestres ne lui avait rien appris du malheureux Odysseus mort ou vivant. Et il m'a envoyé avec un char et des chevaux vers l'Atréide Ménélaos, illustre par sa lance. Et là j'ai vu l'Argienne Hélénè, pour qui tant d'Argiens et de Troiens ont souffert par la volonté des dieux",Sadness,terror,sadness
1957,"Ô dieux ! certes, des lâches veulent coucher dans le lit d'un brave !",Angry,sadness,calmness
1958,"Je te les dirai toutes et je ne te cacherai rien. Il m'a dit qu'il avait vu Odysseus subissant de cruelles douleurs dans l'île et dans les demeures de la nymphe Kalypsô, qui le retient de force. Et il ne pouvait regagner la terre de sa patrie. Il n'avait plus, en effet, de nefs armées d'avirons, ni de compagnons pour le reconduire sur le large dos de la mer",Sadness,ecstasy,fear
1959,"Plaise aux dieux, étranger, que tes paroles s'accomplissent ! Tu connaîtras alors mon amitié, et je te ferai de nombreux présents, et chacun te dira un homme heureux",Joy,grief,joy
1960,"Jeunes hommes, puisque vous avez charmé votre âme par ces jeux, entrez dans la demeure, afin que nous préparions le repas",Calmness,enthusiasm,fear
1961,Il est bon de prendre son repas quand le temps en est venu,Joy,grief,surprise
1962,"Etranger, allons ! puisque tu désires aller aujourd'hui à la ville, comme mon maître l'a ordonné. Certes, j'aurais voulu te faire gardien des étables",Calmness,grief,calmness
1963,"mais je respecte mon maître et je crains qu'il s'irrite, et les menaces des maîtres sont à redouter. Allons donc maintenant. Le jour s'incline déjà, et le froid est plus vif vers le soir.",Fear,enthusiasm,fear
1964,"J'entends et je comprends, et je ferai avec intelligence ce que tu ordonnes",Calmness,,fear
1965,"Voici qu'un misérable conduit un autre misérable, et c'est ainsi qu'un dieu réunit les semblables ! Ignoble porcher, où mènes-tu ce mendiant vorace, vile calamité des repas, qui usera ses épaules en s'appuyant à toutes les portes, demandant des restes et non des épées et des bassins.",Disgust,grief,sadness
1966,"Mais, sans doute, il ne sait faire que le mal, et il ne veut point travailler, et il aime mieux, parmi le peuple, mendier pour repaître son ventre insatiable.",Angry,ecstasy,sadness
1967,"Nymphes Krèniades, filles de Zeus, si jamais Odysseus a brûlé pour vous les cuisses grasses et odorantes des agneaux et des chevreaux, accomplissez mon voeu. Que ce héros revienne et qu'une divinité le conduise !",Angry,enthusiasm,fear
1968,"Certes, alors, ô Mélanthios, il troublerait les joies que tu goûtes en errant sans cesse, plein d'insolence, par la ville, tandis que de mauvais bergers perdent les troupeaux",Sadness,sadness,fear
1969,Ô dieux ! Que dit ce chien rusé ?,Disgust,grief,calmness
1970,"Plût aux dieux qu'Apollôn à l'arc d'argent tuât aujourd'hui Tèlémakhos dans ses demeures, ou qu'il fût tué par les prétendants, aussi vrai qu'Odysseus, au loin, a perdu le jour du retour !",Angry,ecstasy,calmness
1971,"Eumaios, certes, voici les belles demeures d'Odysseus. Elles sont faciles à reconnaître au milieu de toutes les autres, tant elles en sont différentes. La cour est ornée de murs et de pieux, et les portes à deux battants sont solides. Aucun homme ne pourrait les forcer. Je comprends que beaucoup d'hommes prennent là leur repas, car l'odeur s'en élève, et la kithare résonne, elle dont les dieux ont fait le charme des repas.",Calmness,terror,fear
1972,"Eumaios, certes, voici les belles demeures d'Odysseus. Elles sont faciles à reconnaître au milieu de toutes les autres, tant elles en sont différentes. La cour est ornée de murs et de pieux, et les portes à deux battants sont solides.",Joy,responsiveness,sadness
1973,"Tu as tout compris aisément, car tu es très intelligent ; mais délibérons sur ce qu'il faut faire. Ou tu entreras le premier dans les riches demeures, au milieu des prétendants, et je resterai ici ; ou, si tu veux rester, j'irai devant",Calmness,serenity,joy
1974,"Mais ne tarde pas dehors, de peur qu'on te frappe et qu'on te chasse.",Fear,ecstasy,fear
1975,"Je sais, je comprends, et je ferai avec intelligence ce que tu dis.",Calmness,,fear
1976,"J'ai l'habitude des blessures, et mon âme est patiente sous les coups, car j'ai subi bien des maux sur la mer et dans la guerre.",Calmness,grief,fear
1977,"Il ne m'est point possible de cacher la faim cruelle qui ronge mon ventre et qui fait souffrir tant de maux aux hommes, et qui pousse sur la mer indomptée les nefs à bancs de rameurs pour apporter le malheur aux ennemis.",Sadness,ecstasy,sadness
1978,"Eumaios, voici une chose prodigieuse. Ce chien gisant sur ce fumier a un beau corps. Je ne sais si, avec cette beauté, il a été rapide à la course, ou si c'est un de ces chiens que les hommes nourrissent à leur table et que les rois élèvent à cause de leur beauté",Joy,ecstasy,disgust
1979,C'est le chien d'un homme mort au loin.,Sadness,grief,sadness
1980,"S'il était encore, par les formes et les qualités, tel qu'Odysseus le laissa en allant à Troiè, tu admirerais sa rapidité et sa force",Joy,ecstasy,fear
1981,"Maintenant les maux l'accablent. Son maître est mort loin de sa patrie, et les servantes négligentes ne le soignent point. Les serviteurs, auxquels leurs maîtres ne commandent plus, ne veulent plus agir avec justice, car le retentissant Zeus ôte à l'homme la moitié de sa vertu, quand il le soumet à la servitude",Sadness,terror,fear
1982,"Porte ceci, et donne-le à l'étranger, et ordonne lui de demander à chacun des prétendants. La honte n'est pas bonne à l'indigent.",Calmness,grief,angry
1983,"Tèlémakhos, ô étranger, te donne ceci, et il t'ordonne de demander à chacun des prétendants.",Calmness,grief,fear
1984,Il dit que la honte n'est pas bonne à l'indigent.,Sadness,grief,fear
1985,Roi Zeus !,Surprise,terror,calmness
1986,"Ô porcher, pourquoi as-tu conduit cet homme à la ville ? N'avons-nous pas assez de vagabonds et de mendiants, calamité des repas ? Trouves-tu qu'il ne suffit pas de ceux qui sont réunis ici pour dévorer les biens de ton maître, que tu aies encore appelé celui-ci ?",Angry,grief,angry
1987,"Antinoos, tu ne dis pas de bonnes paroles, bien que tu sois illustre. Quel homme peut appeler un étranger, afin qu'il vienne de loin, s'il n'est de ceux qui sont habiles, un divinateur, un médecin, un ouvrier qui taille le bois, ou un grand aoide qui charme en chantant ? Ceux-là sont illustres parmi les hommes sur la terre immense. Mais personne n'appelle un mendiant, s'il ne désire se nuire à soi-même.",Disgust,grief,sadness
1988,"mais je n'en ai nul souci, tant que la sage Pènélopéia et le divin Tèlémakhos vivront dans leurs demeures.",Calmness,serenity,fear
1989,Antinoos a coutume de chercher querelle par des paroles injurieuses et d'exciter tous les autres.,Calmness,enthusiasm,fear
1990,"Donne à cet homme. Je ne t'en blâmerai point. Je te l'ordonne même. Tu n'offenseras ainsi ni ma mère, ni aucun des serviteurs qui sont dans la demeure du divin Odysseus",Calmness,grief,sadness
1991,"Tèlémakhos, agorète orgueilleux et plein de colère, qu'as-tu dit ? Si tous les prétendants lui donnaient autant que moi, il serait retenu loin de cette demeure pendant trois mois au moins.",Disgust,grief,angry
1992,"Donne-moi, ami, car tu ne parais pas le dernier des Akhaiens mais plutôt le premier d'entre eux, et tu es semblable à un roi. Il t'appartient de me donner plus abondamment que les autres, et je te louerai sur la terre immense. En effet, moi aussi, autrefois, j'ai habité une demeure parmi les hommes ; j'ai été riche et heureux, et j'ai souvent donné aux étrangers, quels qu'ils fussent et quelle que fût leur misère. Je possédais de nombreux serviteurs et tout ce qui fait vivre heureux et fait dire qu'on est riche ; mais Zeus Kroniôn a tout détruit, car telle a été sa volonté. Il m'envoya avec des pirates vagabonds dans l'Aigyptiè lointaine, afin que j'y périsse",Calmness,ecstasy,sadness
1993,"Le cinquième jour j'arrêtai mes nefs à deux rangs d'avirons dans le fleuve Aigyptos. Alors j'ordonnai à mes chers compagnons de rester auprès des nefs pour les garder, et j'envoyai des éclaireurs pour aller à la découverte. Mais ceux-ci, égarés par leur audace et confiants dans leurs forces, dévastèrent aussitôt les beaux champs des hommes Aigyptiens, entraînant les femmes et les petits enfants et tuant les hommes. Et aussitôt le tumulte arriva jusqu'à la ville, et les habitants, entendant ces clameurs, accoururent au lever d'Éôs, et toute la plaine se remplit de piétons et de cavaliers et de l'éclat de l'airain. Et le foudroyant Zeus mit mes compagnons en fuite, et aucun d'eux ne soutint l'attaque, et la mort les environna de toutes parts. Là, un grand nombre des nôtres fut tué par l'airain aigu, et les autres furent emmenés vivants pour être esclaves. Et les Aigyptiens me donnèrent à Dmètôrlaside, qui commandait à Kypros, et il m'y emmena, et de là je suis venu ici, après avoir beaucoup souffert.",Sadness,ecstasy,fear
1994,"Quel dieu a conduit ici cette peste, cette calamité des repas ? Tiens-toi au milieu de la salle, loin de ma table, si tu ne veux voir bientôt une Aigyptiè et une Kypros amères, aussi sûrement que tu es un audacieux et impudent mendiant.",Angry,ecstasy,fear
